Group	Trusted th	Noise th	ROC th	Sensitivity	Specificity	AUC	Average	SD	x0	k
ECF103	141.0	94.8	141.0	1.0	1.0	1.0	39.322826577159375	15.306067546751681	5.145116564697614	16.632405069140706
ECF283	138.0	110.5	138.0	1.0	1.0	1.0	41.208154725378726	20.193444518995943	4.110464806402699	35.110134198547655
ECF57	152.3	98.6	152.3	1.0	1.0	1.0	46.03057319660799	17.209610654697723	4.632018845112759	15.391589711761744
ECF32	160.1	101.0	160.1	1.0	1.0	1.0	39.46854331319912	23.363473109119994	3.911921643278971	19.27160927110604
ECF106	113.3	109.5	113.3	1.0	1.0	1.0	52.4050931915806	15.725564357144469	3.7515998601335503	213.25512807664578
ECF125	176.9	94.4	176.9	1.0	1.0	1.0	36.175427882802616	14.496848503096102	6.882511634563869	8.391831283862604
ECF204	161.7	107.3	161.7	1.0	1.0	1.0	49.646558084859414	22.79794172857424	3.7546466527712683	19.518063721522925
ECF221	156.1	82.2	156.1	1.0	1.0	1.0	28.867639121980798	15.181903136895532	5.983512690783359	9.800498415159407
ECF252	134.6	143.5	134.6	1.0	0.9998222485557695	0.9999992562701079	53.90160802608328	25.791102377762776	3.4991565425604803	416.6011379589939
ECF246	127.5	150.5	127.5	1.0	0.9946752967837015	0.9996661910124082	57.5118247214603	26.533978782178327	3.4556332386271467	43.394553467347535
ECF263	148.7	120.4	148.7	1.0	1.0	1.0	49.4567681263354	16.855277146252032	5.04996923785667	28.553055748120155
ECF127	163.7	84.8	163.7	1.0	1.0	0.9999999999999999	25.317877553434524	16.888191086117452	5.906576546522544	10.28876427680565
ECF285	145.8	139.6	145.8	1.0	1.0	1.0	43.71896731455947	18.005497580643347	5.4972602965805795	144.56024865834547
ECF128	174.0	93.2	174.0	1.0	1.0	1.0	36.314489978485724	14.994073296418602	6.511067439308858	8.838648112537063
ECF284	186.1	139.0	186.1	1.0	1.0	1.0	38.33017174457892	19.03146971372321	6.5221142201032	19.07804997461618
ECF232	133.4	122.9	133.4	1.0	1.0	1.0	43.72249757871935	18.926256559750097	4.464689251788188	91.74522705968342
ECF244	156.6	152.5	156.6	1.0	1.0	1.0	63.31870115851811	23.23625111817318	3.9268468706629043	293.5582541753984
ECF259	151.8	123.8	151.8	1.0	1.0	1.0	51.00889256907117	18.790085555436892	4.628197157347821	34.089858064587155
ECF132	139.5	109.1	139.5	1.0	1.0	1.0	38.51781988629222	15.451488710813248	5.5544025058585795	23.855359908759112
ECF111	104.6	152.5	130.5	0.9943502824858758	0.9953287632697176	0.9993143524372766	67.71295514531381	23.99600639813749	3.3365984742955885	5.572190819081191
ECF54	128.7	74.0	128.7	1.0	1.0	1.0	29.981439312725954	13.89960479824166	5.158950674676923	12.032433542575632
