Group	Trusted th	Noise th	ROC th	Sensitivity	Specificity	AUC	Average	SD	x0	k
ECF26s16	183.5	224.3	183.5	1.0	0.9999417690560763	0.9999595915784353	45.57341108168671	26.43101596348345	5.129148517246811	115.28467256376767
ECF243s42	207.6	235.5	207.6	1.0	0.9999417690560763	0.9999853352218429	30.393125600209522	26.318155413255727	6.75802672222025	43.82200426740648
ECF22s7	196.8	166.4	196.8	1.0	1.0	1.0	32.318034659371996	22.652818175406658	6.592995375334017	35.83694097669775
ECF105s2	174.3	223.1	174.3	1.0	0.9991483724451173	0.9999531690478556	38.06102421208858	21.930049707668257	7.386327763629648	4.681468689613285
ECF41s25	175.0	241.8	175.0	1.0	0.9992575608690906	0.9999576307783062	39.13927843901871	34.57134439299127	5.71543407352483	10.407100872764625
ECF238s4	189.9	157.2	189.9	1.0	1.0	1.0	41.829828594709426	19.349957538856103	6.812874689529659	28.31701159319164
ECF21s10	215.8	219.3	215.8	1.0	0.999992721184991	0.9999998913609701	27.531432063556732	22.72425179144682	8.362593787974271	7.856536492765251
ECF18s12	214.6	196.5	214.6	1.0	1.0	0.9999999999999999	36.96156403690016	21.07265697858046	8.007207264145416	59.808826305724686
ECF42s19	210.9	209.0	210.9	1.0	1.0	1.0	33.069155778017056	35.16737856072129	5.0295349546788835	1008.9422668840459
ECF32s1	177.6	249.9	177.6	1.0	0.9996942919948175	0.9998747722078338	33.59025914501062	22.365773537197132	8.714369706758768	0.9439889893850301
ECF281s2	182.0	151.6	182.0	1.0	1.0	1.0	63.24419142682536	22.880647843121576	4.526071128446781	37.36112621445204
ECF26s17	217.1	186.9	217.1	1.0	1.0	1.0	45.97980895148853	23.831333679858034	6.5464422441041155	38.147993872310984
ECF21s11	175.9	212.5	175.9	1.0	0.9991920574148748	0.9998233245944075	46.367090329715104	23.52183633040978	6.5798838816558005	2.774289031071077
ECF18s13	189.3	206.4	189.3	1.0	0.9997743583771272	0.9999565479963772	40.146671565346445	22.74824037220744	7.14066672863796	2.618126033887717
ECF105s3	210.6	173.6	210.6	1.0	1.0	1.0	26.02034964933213	19.134586289531413	8.668444942114363	25.779620524479956
ECF56s8	162.8	211.0	162.8	1.0	0.9743279931871284	0.9878932672501205	62.23979134534238	28.871160487151602	8.29321886001084	1.0566379432497717
ECF37s4	171.6	199.5	171.6	1.0	0.9968992699454825	0.999880349221262	37.61826892296948	19.334394512999953	7.942312431634411	7.026509374131967
ECF30s8	177.0	193.0	177.0	1.0	0.9998107535647478	0.999963214524272	40.759313796816336	23.405189995783843	6.129080099640729	3.6375886050203
ECF272s3	211.6	229.7	211.6	1.0	0.9995778348752066	0.9999330918668266	45.853556150510734	22.14609030118841	8.120362686747962	7.47816098617109
ECF264s2	175.8	218.7	175.8	1.0	0.9993449161856653	0.9999269889492399	39.16674693711259	18.477690643327985	9.236474080530671	7.681530294241886
ECF252s2	180.7	145.3	180.7	1.0	1.0	1.0	39.344091755667435	20.38605642441085	6.066926510121287	28.698452315160562
ECF250s3	181.4	217.7	181.4	1.0	0.9999636064547592	0.999988074115175	42.76498413991794	20.29470588070263	6.813878110638877	582.9277459399899
ECF243s43	213.5	165.7	213.5	1.0	1.0	1.0	27.007727061083138	24.547918022659616	6.628387201732667	25.67144844726826
ECF23s5	161.6	181.0	161.6	1.0	0.9995050477847249	0.9999583433882167	24.94232386578587	14.62164606391359	10.518541489555535	5.016658226591118
ECF23s4	242.2	129.2	242.2	1.0	1.0	0.9999999999999999	16.53772735209382	14.432518886090618	11.809522900362305	6.351917671921517
ECF120s6	198.6	232.7	198.6	1.0	0.9986825536622824	0.9997760957116645	33.24006562290837	19.184067709789332	10.192706562952141	6.412982699406232
ECF120s5	196.4	241.4	196.4	1.0	0.9997379664742662	0.9998188161347704	25.413267904432093	18.48852314997988	10.38663595733473	0.7220642107124984
ECF21s12	198.6	170.3	198.6	1.0	1.0	1.0	31.7585353432471	18.125401062234346	8.433582344538706	34.183306765338955
ECF218s11	186.0	203.7	186.0	1.0	0.9999636064547592	0.9999960247050581	38.21745627564532	15.394481249154401	10.129289873795159	17.83053856420537
ECF244s1	180.4	185.7	180.4	1.0	0.999868984190759	0.9999932899889364	50.26241597066612	21.002617935345988	6.488398420382745	259.1969861161046
ECF18s14	176.9	205.1	176.9	1.0	0.9986024980347629	0.9998407793984918	44.950128772225945	23.697915217032932	6.5243490903920325	12.901105728064637
ECF39s22	199.2	189.6	199.2	1.0	1.0	1.0	35.776121118645044	22.269781694193515	7.123996087557694	118.83410128650856
ECF29s3	162.9	224.1	162.9	1.0	0.9961205045527662	0.9996036627317152	51.919392224194624	23.54498461822447	7.1825672409721	1.998719705697674
ECF272s4	208.9	243.6	208.9	1.0	0.9998325921289186	0.9999790884577877	45.950664959404	21.565131226748154	8.660319150374143	136.63398011655968
ECF246s1	188.5	169.3	188.5	1.0	1.0	1.0	40.13842868783284	24.76455371778247	5.603264440229689	65.26614249132096
ECF243s44	216.9	252.6	216.9	1.0	0.9971103945730735	0.9994132059508471	27.164680033757243	26.666037539286716	8.33583309037986	1586.6518696317673
ECF240s5	182.4	138.0	182.4	1.0	1.0	1.0	21.579591421005148	14.158986250474028	9.792226093505057	15.342774084477485
ECF207s4	226.0	255.3	226.0	1.0	0.9999199353660045	0.9999898330623499	39.899108779792215	21.34587188886318	9.44652649184783	408.718873469629
ECF03s7	230.4	258.4	230.4	1.0	0.9995123335929369	0.9997858011090512	38.25856298926171	26.17563197527019	8.117889723972754	1.9426904629724835
ECF56s9	184.5	224.3	184.5	1.0	0.9905378848533373	0.9951634034500327	55.244217617786575	28.14462700158948	8.253862929400436	1.127167653853625
ECF293s10	206.0	234.2	206.0	1.0	0.9981512482713444	0.9998007203416692	32.64364141663999	19.649239925863803	10.120059667308821	9.1305927170603
ECF235s7	251.8	265.9	251.8	1.0	0.9999781643496616	0.9999974172886696	23.9835375258272	18.6295340744207	10.84512767194462	1.3611712791856823
ECF22s8	237.6	262.1	237.6	1.0	0.9997889220467283	0.9998348238708268	24.916747664639292	21.87201054389703	9.87470755643215	1.161520206431662
ECF204s2	180.2	236.0	180.2	1.0	0.9989446102336415	0.9996244502933725	48.082548089514894	22.8283508342737	8.297600430626389	0.9895056802450615
ECF11s7	197.1	214.1	197.1	1.0	0.9999927214498872	0.9999958911410654	38.933992230014844	24.05573804580963	6.251278939942242	35.618422699151644
ECF36s7	226.1	207.8	226.1	1.0	1.0	1.0	36.60503375723889	20.97572832216379	8.600755778361568	59.64783228128675
ECF292s2	187.5	171.2	187.5	1.0	1.0	1.0	46.22284142828041	18.140284609070353	7.341835305121058	57.26072121456155
ECF26s18	236.5	186.0	236.5	1.0	1.0	1.0	37.8189913569828	25.010480619673523	6.922616596359957	23.216405566498395
ECF261s2	247.3	179.1	247.3	1.0	1.0	1.0	23.51564691674185	18.41010770544387	10.302982589622026	12.886784781543618
ECF243s46	209.8	242.7	209.8	1.0	0.9997088601145635	0.9999311525762717	33.843005558303986	24.222082909003866	8.136750317174963	4.87741322336013
ECF243s45	185.1	215.4	185.1	1.0	0.9995851256632531	0.999941593043475	37.831474260105345	25.97634494267874	6.074162646712556	69.9013549406144
ECF22s9	191.5	180.0	191.5	1.0	1.0	0.9999999999999999	28.11752102552163	23.16805066945139	6.809045773145773	104.58028757338403
ECF218s13	150.2	154.8	150.2	1.0	0.9999708860114563	0.9999995227214993	33.933539708407295	14.694941425515538	8.316780184106987	120.89386738237995
ECF218s12	171.0	202.3	171.0	1.0	0.9964844858833548	0.9981228039968734	50.04993743270377	21.426479784380234	8.952038022482661	0.8857757674867766
ECF19s8	179.6	170.3	179.6	1.0	1.0	0.9999999999999999	42.763492710182454	19.89362559043347	6.644755559145681	109.79333021491607
ECF18s15	175.4	188.4	175.4	1.0	0.9995268976861658	0.9999856816449786	45.19075168058668	21.448909434094798	6.785975962611173	95.13115747446409
ECF41s26	191.8	224.2	191.8	1.0	0.9997962035635263	0.9999569358720546	34.874372871984406	30.152590027191934	5.685614841303225	2.945121337553406
ECF30s9	194.4	132.0	194.4	1.0	1.0	1.0	33.3123432179961	18.486326847690663	7.038617086365885	13.867573872117909
ECF265s8	200.4	199.6	200.4	1.0	1.0	1.0	31.202507057008994	19.49220733264911	8.659696497722386	1274.0531265012532
ECF243s50	203.2	235.1	203.2	1.0	0.999708862233609	0.9998550376538179	28.5401965777144	25.91219508316946	7.3227902562482	1.7939184143971616
ECF243s49	239.7	252.6	239.7	1.0	0.9999199371142424	0.999980772776678	32.21576332101388	24.93464894669933	8.346579510318321	3.8382359968127244
ECF243s48	221.5	156.2	221.5	1.0	1.0	1.0	31.38395585367983	15.906969927807522	9.898716344731062	11.666811649572045
ECF243s47	155.4	118.5	155.4	1.0	1.0	1.0	31.78569828012688	17.00326512705522	6.188047554600887	21.91463997696233
ECF22s10	180.8	215.6	180.8	1.0	0.9999199371142424	0.9999978164667521	35.898465646189216	23.30221066866841	7.563994487283884	5.815004693168065
ECF218s15	176.4	117.7	176.4	1.0	1.0	1.0	32.89554899164799	15.790883937171511	7.250156272167369	12.705570394149685
ECF218s14	220.4	232.8	220.4	1.0	0.9999053802259229	0.9999767089786887	39.379972644996066	21.465751467866454	8.471031568161171	3.591427336873126
ECF16s10	202.2	203.9	202.2	1.0	0.9999781646675207	0.999999636077792	24.661007478974476	17.272197303616355	10.483690986418184	9.155779438981327
ECF39s23	192.8	175.6	192.8	1.0	1.0	1.0	35.358818351133486	23.29543209922146	6.384558924943039	69.85162729950609
ECF293s11	177.4	176.6	177.4	1.0	1.0	1.0	31.92643904781306	17.200150721692495	8.434463538132466	1109.7198967392137
ECF21s13	200.6	149.3	200.6	1.0	1.0	1.0	26.083017344236534	22.266795214645168	6.71708599257215	21.515919319956126
ECF218s16	178.5	167.9	178.5	1.0	1.0	1.0	30.265369001542364	17.49140815002292	8.172270736850624	83.56436941825648
ECF214s4	186.4	187.2	186.4	1.0	0.9999927216088156	0.9999998766374375	30.890049617320955	21.29860828832507	7.370737791855179	13.009666593970287
ECF132s1	190.8	187.1	190.8	1.0	1.0	1.0	22.1765729127259	14.420792185100227	11.566864006907167	210.99710636958827
ECF52s5	184.8	217.1	184.8	1.0	0.9999854433235804	0.999985757045055	20.413960509850714	17.849081432369292	8.83959288922511	28.097494736481778
ECF35s3	222.1	171.6	222.1	1.0	1.0	1.0000000000000002	20.892769839653116	16.027001249273795	10.982943875786487	15.17829800229715
ECF26s19	229.5	181.7	229.5	1.0	1.0	0.9999999999999999	21.33304426272444	19.343357477848464	9.524394930586041	18.983299367753304
ECF243s52	216.7	215.1	216.7	1.0	1.0	1.0000000000000002	21.662922329249483	24.114861275458235	8.054634897413614	817.779536843276
ECF243s51	176.7	179.1	176.7	1.0	0.9999854433235804	0.9999993725570508	31.726762797194656	16.677513545732282	8.66637222728711	8.589263446847049
ECF240s6	187.6	223.4	187.6	1.0	0.9998835465886429	0.9999548241076631	29.287610947821783	16.966975261298828	9.600685008339612	1.8971742426049587
ECF17s10	198.0	216.4	198.0	1.0	0.999636083089509	0.9999405811527181	41.53067034310159	22.583537558323673	7.296385484589122	201.44091663662965
ECF114s4	202.1	228.2	202.1	1.0	0.9998253198829643	0.9999614750029239	31.995540261327584	24.047001991147372	7.4860108980407505	3.5806234812749027
ECF03s8	222.5	194.7	222.5	1.0	1.0	1.0	35.22544597386723	23.783377818829614	7.295049890313714	44.080814776608086
ECF41s27	221.1	247.0	221.1	1.0	0.999941773718112	0.9999989784862826	27.967467188545818	26.013117471767387	8.431642663163066	923.881384843802
ECF30s10	181.0	122.6	181.0	1.0	1.0	1.0	45.18128001047639	23.613195938892456	4.549390841089119	20.509286356832856
ECF26s20	138.7	202.4	138.7	1.0	0.9891699115688344	0.9983262497741497	55.191575968338036	27.403948782935487	6.236334247128253	1.4369181966828795
ECF243s53	186.8	209.6	186.8	1.0	0.9997670948724481	0.9999138097801	45.639724412885954	18.98500376889465	7.887541711522705	1.5604840498010601
ECF240s7	232.7	186.1	232.7	1.0	1.0	1.0	28.05456231993714	17.3676683801529	10.45340116502376	18.48431228288281
ECF22s11	164.7	191.3	164.7	1.0	0.999912660577168	0.999984485760418	29.5901791170736	20.105880706782266	7.294553132186179	2.0904154965655013
ECF17s11	193.1	192.0	193.1	1.0	1.0	1.0	30.056435701190235	19.06170903661832	8.52521927591564	1018.8206900510503
ECF30s12	133.0	203.2	133.0	1.0	0.9955602783196017	0.9999144807709104	38.97409568431161	26.054957715571273	5.657015246403409	3.8760571876782537
ECF30s11	196.3	179.0	196.3	1.0	1.0	0.9999999999999999	35.71161423624247	24.49952457287722	6.207622022859523	72.35986057203019
ECF26s22	183.3	234.0	183.3	1.0	0.9988209263734025	0.999509434148634	46.8114010709193	26.369941588753548	7.331221843245009	1.219352895918518
ECF26s21	211.3	261.4	211.3	1.0	0.9999126612128446	0.9999955160890523	39.715882635392724	22.147296084067815	9.668334357237997	10.533736496896202
ECF246s2	201.7	117.7	201.7	1.0	1.0	1.0	35.4379754386986	22.954456644033453	5.427888658958897	13.107627647108366
ECF243s54	213.3	152.1	213.3	1.0	1.0	0.9999999999999999	21.73241204202194	22.242880605879456	7.26996705369159	17.844867431709748
ECF21s14	141.3	204.2	141.3	1.0	0.9948397333255699	0.999907462475514	40.884152285888895	25.15965690314232	6.310311792634501	5188.279856517707
ECF130s1	167.8	181.8	167.8	1.0	0.9999417741418964	0.9999983753945841	36.03414282804179	12.25067258968263	11.483195671136862	3.250432758079328
ECFs71	230.7	89.3	230.7	1.0	1.0	1.0	11.869571923289584	14.322162392782865	10.31385002764853	4.681981236709092
ECF30s13	174.1	203.7	174.1	1.0	0.9982022897152049	0.9997912485848903	40.17026816634171	23.784786229184686	6.632458387188607	19.813603407273508
ECF256s1	176.7	218.1	176.7	1.0	0.999847158234896	0.9999490527449653	42.082514623286684	22.074601771221445	6.638694397473093	1.4613774681207714
ECF120s7	191.1	190.6	191.1	1.0	1.0	1.0	42.07968963710968	16.46462829016459	9.035797497717823	1830.5627924689313
ECF21s16	215.2	218.2	215.2	1.0	0.9999199400278026	0.9999985443641419	25.875181154148358	21.86798807727223	8.80647604863449	1001.338721742785
ECF21s15	189.2	228.8	189.2	1.0	0.9998617145934773	0.9999462076385153	42.94144428600531	23.499727883080322	6.474929145619806	5.997848661827088
ECF214s5	189.3	210.3	189.3	1.0	0.9995050838082346	0.9999603670054991	45.10949058580451	23.46684053949182	6.629394423135899	12.899244468687687
ECF16s12	187.3	206.6	187.3	1.0	0.9996433692147573	0.9999045235207596	28.532254896254692	17.39352060065502	9.954175908434987	2.5612187321848445
ECF16s11	126.8	200.6	126.8	1.0	0.9924598062548673	0.9993421187573899	37.50206472077525	19.62009128273928	8.184020233894017	2.6040077456287323
ECF15s6	190.3	176.6	190.3	1.0	1.0	1.0	39.60045979687454	27.356114576208867	5.260109655889548	100.85216492742542
ECF35s4	213.8	117.3	213.8	1.0	1.0	1.0	33.130785292320226	17.08423596519195	7.810464250874175	8.266683184702107
ECF30s14	174.7	193.2	174.7	1.0	0.9994031936418288	0.9999554551713244	30.473101155312406	22.46408199543709	6.9734507498043445	9.096877474515944
ECF242s1	194.8	80.9	194.8	1.0	1.0	1.0	20.141897535139545	13.723113553649416	8.614820035545998	5.835206744260489
ECF238s5	258.0	213.3	258.0	1.0	1.0	1.0	24.4756147600617	18.336221830135408	11.516417408185557	19.833732553006403
ECF228s6	175.5	212.2	175.5	1.0	0.994919867829226	0.997186936787586	42.87671769053924	22.469064771214917	10.605027874146398	0.7354083646773553
ECF21s17	176.8	215.2	176.8	1.0	0.9975836620620387	0.9994725380120364	44.71505689258796	23.689331860806057	7.002963402477267	2.4104047670326265
ECF214s6	207.2	225.6	207.2	1.0	0.9996142593050845	0.9999450097122553	29.578182201786806	23.242928690419863	8.346092932036406	10.037899363435647
ECF18s16	251.2	201.4	251.2	1.0	1.0	1.0	30.220342374065126	22.424672177996325	8.744567199199796	22.100950854866397
ECF116s4	189.0	203.9	189.0	1.0	0.9997452655788294	0.9999555225613829	48.74178840613451	20.8228274577256	7.364091002900791	5.851234200639312
ECF105s4	228.5	153.7	228.5	1.0	1.0	1.0	21.104931903500862	17.467159653922742	9.739173117404205	11.051082400535288
ECFs79	180.4	136.3	180.4	1.0	1.0	1.0	51.12264208596456	21.661338346143463	4.958624959831628	23.317504005309058
ECF30s15	178.2	187.9	178.2	1.0	0.9996870428460178	0.9999849632258179	41.01344833105376	24.239308731063268	5.952507477232927	9.816851291086412
ECF281s3	177.8	183.2	177.8	1.0	0.9999199411931673	0.999997459540435	65.55908680848589	27.323998693655565	4.316386775883425	987.2849054791325
ECF243s55	186.0	148.9	186.0	1.0	1.0	1.0	37.37016340249688	20.01235466322287	6.510342516940521	26.50026235924532
ECF23s6	209.1	144.5	209.1	1.0	1.0	1.0	16.909655006838754	15.765589959384851	10.145594595670829	11.557996417026533
ECF235s8	180.5	194.2	180.5	1.0	0.9998689946797283	0.9999912800441957	34.701563454878794	20.251493850742605	7.68058403636757	4.296432453379597
ECF227s1	178.8	200.0	178.8	1.0	0.9999344973398642	0.9999875723464522	41.6484190844804	20.369731875478674	7.040403459961576	3.514195871367387
ECF207s5	205.1	229.6	205.1	1.0	0.9998981069731221	0.9999718489615768	47.9550897767948	21.089984571183525	7.856405906730697	1.8498641494646522
ECF16s13	187.1	190.9	187.1	1.0	0.9994468664255198	0.9999846885815407	35.69382766347525	16.168930500514453	9.785448882142205	12.76928724802047
ECF39s24	170.0	191.4	170.0	1.0	0.9998180494905385	0.9999965009517411	34.63283327998138	21.401081747647666	7.341597961530047	678.786244599104
ECF30s16	220.1	241.6	220.1	1.0	0.999919941775837	0.999970817937521	31.708136658615363	19.5331987197308	9.814238504156952	1.8959813003759274
ECF251s2	178.8	202.2	178.8	1.0	0.9998908296943232	0.9999868435785466	42.22071123010214	23.972787229249146	6.473398214333386	3.026348556400744
ECF243s56	226.6	227.0	226.6	1.0	0.999985443959243	0.9999997200761392	16.007834735034773	17.267643339776235	12.285085526371967	17.981582311736656
ECF240s8	186.4	140.8	186.4	1.0	1.0	1.0	22.065971393650145	14.766495549971898	9.579558286061008	16.194765499800347
ECF235s9	248.9	199.6	248.9	1.0	1.0	1.0	23.86022611529843	16.90770690816602	11.852035318240395	16.55744269379114
ECF18s17	200.7	174.6	200.7	1.0	1.0	1.0	44.05236882693595	20.913599304712033	6.869504028150431	38.952864608519214
ECF121s4	223.4	207.7	223.4	1.0	1.0	1.0	37.31556761633152	19.171835364016925	9.304708783794071	62.69954896609346
ECF52s6	193.7	161.5	193.7	1.0	1.0	1.0	20.613692052498326	17.497556181827605	8.974687305211559	25.757906070472604
ECF48s1	189.9	194.0	189.9	1.0	0.999970888130363	0.9999994291790268	32.28706093763641	14.019560710492598	11.787605855674062	40.924035719976885
ECF42s20	200.2	216.0	200.2	1.0	0.9999344982933166	0.9999934355588073	27.63351060733929	31.61757944626645	5.7430454430719085	4.327694751635138
ECF35s5	149.7	142.5	149.7	1.0	1.0	1.0	36.931333119925505	15.220415295857066	7.172518575089942	101.72711217380865
ECF293s12	178.1	209.2	178.1	1.0	0.9989665286278848	0.9999739562930944	37.23884410557867	17.64120533618241	8.543250130406406	133.4490835020459
ECF261s3	189.8	225.5	189.8	1.0	0.9986244641596494	0.9991222200483456	39.23105447719931	21.648022865820757	10.274720298790829	0.7192957138752393
ECF243s57	250.0	253.9	250.0	1.0	0.9999927220325907	0.9999992864737836	25.544243081221083	17.996333743779264	12.38527594987383	127.9698190812448
ECF12s6	244.3	266.8	244.3	1.0	0.9997161592710387	0.9999564749007877	44.914294444606114	27.99966002656359	7.724613026996964	8.586955080500156
ECFs44	186.0	149.8	186.0	1.0	1.0	1.0	39.179412449436896	16.558557855866596	7.783119001834658	22.408570731573644
ECF52s7	193.6	86.9	193.6	1.0	1.0	1.0	12.82053880627419	13.795306841084843	9.297885626357058	6.095286016097338
ECF42s21	192.5	222.8	192.5	1.0	0.9975109532612335	0.9996092487736715	37.0174453627448	35.25832889208297	5.045229656715934	5.227944269832428
ECF39s26	168.1	208.4	168.1	1.0	0.99991266502671	0.9999864630791401	41.80368783284346	20.33336047653608	7.169104140747591	2.2925900103751253
ECF39s25	235.3	183.6	235.3	1.0	1.0	1.0	25.687975438698604	24.083695134128803	7.629901312050439	22.175316719251345
ECF38s5	202.8	236.9	202.8	1.0	0.9997234392512482	0.9999143389470313	34.75848150627128	19.556243331686066	9.739465179710702	1.4262059128015765
ECF293s13	171.2	201.3	171.2	1.0	0.9989810919782827	0.9998099736539497	43.31818089223874	20.147266779512602	7.226143089058794	3.4966308850560948
ECF243s58	236.7	121.5	236.7	1.0	1.0	1.0	27.559355265838256	18.205326307040238	8.311275846976672	7.518088450077282
ECF241s4	190.7	87.9	190.7	1.0	1.0	1.0	27.04709134825248	16.75087683503788	6.725020315150176	7.689320360877742
ECF23s7	165.3	185.3	165.3	1.0	0.9984716379674241	0.9999302048005123	30.293949160434188	14.934667317312408	10.606478582304865	5.10575477705623
ECF239s2	198.0	181.3	198.0	1.0	1.0	1.0	30.09087899775922	17.388463199451117	9.176788198448271	51.752622243302426
ECF235s10	200.3	171.1	200.3	1.0	1.0	1.0	25.23104356429881	13.911054600695639	11.541453184274205	23.59818107824971
ECF221s2	196.5	237.3	196.5	1.0	0.9988428116039068	0.9993221350489804	21.312182434595346	16.142275855735022	15.604081206266418	0.4746435931507711
ECF214s8	208.5	164.7	208.5	1.0	1.0	1.0	38.39591712015831	22.69606867075153	6.524796989523699	25.435538642592338
ECF214s7	177.7	211.0	177.7	1.0	0.9993522656147654	0.999935299340621	46.03044408229782	23.223082209962037	6.675152190342617	6.346667517473576
ECF19s9	178.9	210.0	178.9	1.0	0.9996724938501623	0.9999272208555916	36.73421485318511	23.509117558810296	7.2164882786092015	5.931782769794739
ECF18s18	193.3	161.6	193.3	1.0	1.0	1.0	35.201340831708535	18.079230183522366	7.877357518223092	27.383515004503128
ECF122s3	159.4	200.2	159.4	1.0	0.9963901544373445	0.997957817207901	45.73215959025697	14.753348435628315	14.167282041955517	0.5308644414033857
ECFs80	178.5	111.5	178.5	1.0	1.0	1.0	34.26220935308325	14.414449388183575	7.701922440640911	10.179646338615282
ECFs19	191.4	168.3	191.4	1.0	1.0	1.0	28.706704886069318	14.64523371887614	10.321210305484566	31.990525861066647
ECF42s23	185.9	214.5	185.9	1.0	0.996652183722335	0.9985980462358083	38.53945668306026	35.49493349404877	5.419205177608292	2.9154364527679744
ECF42s22	137.2	201.8	137.2	1.0	0.9333056774597353	0.9831613307317207	41.95070933853273	36.821143963236615	6.656396529586798	1.6773061715136621
ECF38s6	198.5	229.5	198.5	1.0	0.9996433847878139	0.999838624561416	37.45217821494049	19.63012350478176	9.462927075874651	1.1671167795526642
ECF30s17	193.8	192.1	193.8	1.0	1.0	1.0	33.90985071152111	21.76835026841579	7.306049191490337	673.3082836124499
ECF29s4	196.1	227.9	196.1	1.0	0.9985298719824167	0.9994979018222429	50.07028999214271	23.764210489014225	7.558558587088325	2.49282989651569
ECF273s1	191.4	223.6	191.4	1.0	0.9999781664155805	0.9999959897498005	40.473429997380904	18.95838353454373	7.261322926680746	15.100356847185019
ECF26s23	160.5	192.2	160.5	1.0	0.9977948079736251	0.9998741969659634	54.42017795303087	28.48239433656328	4.666442903820202	9.269162589009243
ECF257s1	226.5	243.9	226.5	1.0	0.9998617206320095	0.9999913111245677	33.79602261152984	19.255531848349705	10.316348601218051	16.631941570423823
ECF243s60	239.4	138.0	239.4	1.0	1.0	1.0	18.858100282280354	15.208052016495678	11.203353410926164	7.3068442578176835
ECF243s59	188.1	166.5	188.1	1.0	1.0	1.0	30.269165963390854	16.752390349524852	8.784290520881488	39.03309124377064
ECF240s9	177.9	188.7	177.9	1.0	0.9999708885541072	0.9999985147221483	34.46028213485435	18.21164767256672	8.244231156459604	247.33066601519045
ECF232s2	218.4	212.2	218.4	1.0	1.0	1.0	25.850958152664205	16.72143888473571	11.327869785531634	140.57773687130688
ECF21s18	203.7	203.7	203.7	1.0	0.9999927221385269	0.9999999257361074	36.07387742630154	22.261358941314146	7.529914189911349	69.69015886988981
ECF51s4	173.2	233.1	173.2	1.0	0.9981368810223865	0.999692891643135	44.483962401420136	16.39258659443125	11.405469604916961	5.77638333817972
ECF42s24	201.8	216.0	201.8	1.0	0.9999563331489622	0.9999971950113049	27.976473969094663	32.93353352879066	5.513274122290543	519.1373876046104
ECF36s8	175.2	208.1	175.2	1.0	0.9935809728974411	0.9973203260700805	55.850456886767745	23.40594078564165	8.150362650421933	1.2421269406150441
ECF30s18	231.0	159.6	231.0	1.0	1.0	1.0	32.10991764397753	21.035808357346475	7.768580812939433	13.872572119647359
ECF284s2	208.5	237.8	208.5	1.0	0.999279496957876	0.9999611850212997	33.88941521403835	17.961837665771856	10.626979884696306	18.333731177381928
ECF26s24	198.3	209.2	198.3	1.0	0.9996433873831911	0.9999596688111942	50.717008846724674	27.010441037551566	5.672438738422909	18.157346416400017
ECF240s10	185.3	125.8	185.3	1.0	1.0	1.0	36.28512426156041	19.415245420742853	6.193554156579914	16.055048168522255
ECF229s1	221.6	97.5	221.6	1.0	1.0	1.0	27.53918822570788	14.695272128192045	8.96123515608108	5.645997053417417
ECF218s17	166.8	221.8	166.8	1.0	0.996441151640418	0.9988049231948609	50.20636949626051	21.308948774174382	8.372384109089761	1.9625264790010546
ECF15s7	213.8	215.2	213.8	1.0	0.9999854443829874	0.9999996967579788	42.54212452347002	25.57582549796755	6.770383794153048	26.56217274197741
ECFs22	203.0	91.5	203.0	1.0	1.0	1.0	29.63957890754591	19.33034383517383	6.091809807393759	8.210348843844477
ECF35s7	226.6	174.3	226.6	1.0	1.0	1.0	30.388685504758026	18.169945541701434	9.372607526962454	16.685419041592265
ECF35s6	219.3	243.8	219.3	1.0	0.9995123903788071	0.9999379068091145	39.19629979920262	18.093069471314003	10.832866624679257	3.0995680218931723
ECF243s61	176.8	176.9	176.8	1.0	0.9999927222444598	0.9999998451541374	37.80908680848587	16.283341577273262	8.536419270027942	44.81878011568461
ECF240s11	206.8	117.6	206.8	1.0	1.0	1.0	31.080495736693535	16.921053738922783	7.75458041731008	9.081231202702144
ECF218s18	177.2	211.4	177.2	1.0	0.9965648993850297	0.9990581500409955	49.713427232779445	21.990562443649306	7.102740536729955	3.9864591806199554
ECF15s8	166.3	208.6	166.3	1.0	0.998515337869801	0.9997356006896835	46.48970622471845	28.476305618973083	5.411243452419248	3.584256623606657
ECF42s25	169.5	200.9	169.5	1.0	0.9998762790562276	0.999990349133542	29.726161860140262	31.523470448428316	4.754259215389054	9.433673038458048
ECF37s5	228.6	197.7	228.6	1.0	1.0	1.0	28.97161336321043	17.27586686443146	10.66445296557052	27.222670671526473
ECF35s8	196.5	222.1	196.5	1.0	0.9999708891897006	0.9999759519393179	42.2297361988185	18.773022100771346	7.904960937766472	32.29141513578371
ECF30s20	227.9	208.5	227.9	1.0	1.0	0.9999999999999999	33.42358568809475	19.917957403282546	9.278428514033068	51.746209332449865
ECF30s19	211.0	163.0	211.0	1.0	1.0	1.0	26.237715711666617	21.599897177325396	7.442393960949271	20.882886254992417
ECF250s4	185.8	202.8	185.8	1.0	0.9995997263583832	0.9999603681631521	44.00453103628904	21.34554821879961	7.2357911979053435	6.063384171522947
ECF243s63	225.7	123.7	225.7	1.0	1.0	1.0	27.323520938218433	15.838937110663574	9.31366735262254	7.805079257198842
ECF243s62	182.8	169.2	182.8	1.0	1.0	1.0	41.13721299071676	16.984233740726392	7.943230453652667	62.312662527526555
ECF240s12	193.3	84.2	193.3	1.0	1.0	1.0	22.031947152460496	15.977899548112108	7.34116429099521	6.96253024177128
ECF235s11	203.5	166.0	203.5	1.0	1.0	1.0	36.47274830486278	17.12372640772127	8.674597588512572	22.438655273305272
